Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2216u20,"2004-2008 Chrysler Pacifica 17""x7.5"" (2216)",0,,ea,,0.00,
2226,2004-2006 Dodge Stratus (2226),0,,ea,,0.00,
2226-Core,2004-2006 Dodge Stratus (2226),0,,ea,,0.00,
2226u20,2004-2006 Dodge Stratus (2226),0,,ea,,74.00,
2226u20-core,2004-2006 Dodge Stratus (2226),0,,ea,,20.00,
2228,"2004-2006 Chrysler Sebring 16""x6.5"" (2228A)",0,,ea,,107.00,
2228-Core,"2004-2006 Chrysler Sebring 16""x6.5"" (2228A)",0,,ea,,57.00,
2228a10,"2004-2006 Chrysler Sebring 16""x6.5"" (2228A)",0,,ea,,84.00,
2228a10-core,"2004-2006 Chrysler Sebring 16""x6.5"" (2228A)",0,,ea,,30.00,
2228u10,"2004-2006 Chrysler Sebring 16""x6.5"" (2228A)",0,,ea,,71.00,
2228u10-core,"2004-2006 Chrysler Sebring 16""x6.5"" (2228A)",0,,ea,,17.00,
2228u20,"2004-2006 Chrysler Sebring 16""x6.5"" (2228A)",0,,ea,,80.00,
2229,"2004-2008 Chrysler Crossfire 18""x7.5"" (2229)",0,,ea,,0.00,
2229-Core,"2004-2008 Chrysler Crossfire 18""x7.5"" (2229)",0,,ea,,0.00,
2229u20,"2004-2008 Chrysler Crossfire 18""x7.5"" (2229)",0,,ea,,70.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 11 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2229u20 N-Core,"2004-2008 Chrysler Crossfire 18""x7.5"" (2229)",0,,ea,,0.00,
2229u20-core,"2004-2008 Chrysler Crossfire 18""x7.5"" (2229)",0,,ea,,20.00,
2230,"2004-2008 Chrysler Crossfire 19""x9"" (2230)",0,,ea,,165.00,
2230-Core,"2004-2008 Chrysler Crossfire 19""x9"" (2230)",0,,ea,,0.00,
2230u20N Rep,"2004-2008 Chrysler Crossfire 19""x9"" (2230)",0,,ea,,0.00,
2230u20N Rep-Core,"2004-2008 Chrysler Crossfire 19""x9"" (2230)",0,,ea,,0.00,
2236 p/s,2236 p/s Wheel,0,,ea,,0.00,
2236 p/s-Core,2236 p/s-Core,0,,ea,,0.00,
2239u20,2239u20,0,,ea,,71.00,
2239u20-core,2239u20-core,0,,ea,,17.00,
2240,"2005-2008 Dodge Magnum 17""x7"" Steel New Replacement (2240N)",0,,ea,,0.00,
2240-Core,"2005-2008 Dodge Magnum 17""x7"" Steel New Replacement (2240N)",0,,ea,,0.00,
2242u20,2242u20,0,,ea,,78.57,
2242u20-core,2242u20-core,0,,ea,,24.29,
2243-core,2243-core,0,,ea,,17.00,
2244,2244 Wheel,0,,ea,,0.00,
2244-Core,2244-Core,0,,ea,,17.00,
2246,"2005-2007 Dodge Charger,Magnum (2246U)",0,,ea,,100.00,
2246a20,"2005-2007 Dodge Charger,Magnum (2246U)",0,,ea,,80.00,
2246a20-Core,"2005-2007 Dodge Charger,Magnum (2246U)",0,,ea,,30.00,
2246u10,"2005-2007 Dodge Charger,Magnum (2246U)",0,,ea,,0.00,
2246u10-Core,"2005-2007 Dodge Charger,Magnum (2246U)",0,,ea,,0.00,
2246u20,"2005-2007 Dodge Charger,Magnum (2246U)",0,,ea,,0.00,
2246u20-Core,"2005-2007 Dodge Charger,Magnum (2246U)",0,,ea,,0.00,
2247,"2005-2007 Dodge Charger,Magnum (2247)",0,,ea,,0.00,
2247-Core,"2005-2007 Dodge Charger,Magnum (2247)",0,,ea,,0.00,
2247u10,"2005-2007 Dodge Charger,Magnum (2247)",0,,ea,,71.00,
2247u10-core,"2005-2007 Dodge Charger,Magnum (2247)",0,,ea,,17.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 12 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2248,"2005- 2007 Dodge Charger, Magnum (2248A)",0,,ea,,100.00,
2248a,"2005- 2007 Dodge Charger, Magnum (2248A)",0,,ea,,0.00,
2248a-Core,"2005- 2007 Dodge Charger, Magnum (2248A)",0,,ea,,0.00,
2248a10-core,"2005- 2007 Dodge Charger, Magnum (2248A)",0,,ea,,30.00,
2248a80,"2005- 2007 Dodge Charger, Magnum (2248A)",0,,ea,,76.60,
2248a80-Core,"2005- 2007 Dodge Charger, Magnum (2248A)",0,,ea,,22.60,
2248u20,"2005- 2007 Dodge Charger, Magnum (2248A)",0,,ea,,100.00,
2248u45-Core,"2005- 2007 Dodge Charger, Magnum (2248A)",0,,ea,,17.00,
2248u80,"2005- 2007 Dodge Charger, Magnum (2248A)",0,,ea,,72.00,
2248u80-core,"2005- 2007 Dodge Charger, Magnum (2248A)",0,,ea,,18.00,
2250u10,2250u10 Wheel,0,,ea,,0.00,
2250u10-Core,2250u10-Core,0,,ea,,0.00,
2253,"2005-2010 Chrysler 300 20""x9"" (2253)",0,,ea,,110.00,
2253-Core,"2005-2010 Chrysler 300 20""x9"" (2253)",0,,ea,,0.00,
2253u80,"2005-2010 Chrysler 300 20""x9"" (2253)",0,,ea,,80.00,
2253u80-Core,"2005-2010 Chrysler 300 20""x9"" (2253)",0,,ea,,30.00,
2253u80N,"2005-2010 Chrysler 300 20""x9"" (2253)",0,,ea,,30.00,
2254u80,2254u80,0,,ea,,109.00,
2254u80-core,2254u80-core,0,,ea,,55.00,
226000 Ferrari,19x8 +44 Front silver,1,,ea,,89.00,
226000 Ferrari-core,19x8 +44 Front silver,1,,ea,,35.00,
226002 Ferrari,19x10 +52.5 Rear silver,1,,ea,,89.00,
226002 Ferrari-core,19x10 +52.5 Rear silver,1,,ea,,35.00,
2261u80,2261u80,0,,ea,,99.00,
2261u80 Slightly defective logo,2261u80 Slightly defective logo,0,,ea,,0.00,
2261u80-core,2261u80-core,0,,ea,,45.00,
2262a,2006-2009 Dodge Charger (2262a),0,,ea,,0.00,
2262a-Core,2006-2009 Dodge Charger (2262a),0,,ea,,0.00,
2262a80,2006-2009 Dodge Charger (2262a),0,,ea,,160.00,
2262a80-Core,2006-2009 Dodge Charger (2262a),0,,ea,,110.00,
2262u45,2006-2009 Dodge Charger (2262a),0,,ea,,50.00,
2262u45 Defective,2006-2009 Dodge Charger (2262a),0,,ea,,0.00,
2262u45-Core,2006-2009 Dodge Charger (2262a),0,,ea,,0.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 13 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2262u91(polish silver),2006-2009 Dodge Charger (2262a),0,,ea,,100.00,
2263u10,"2005-2006 Chrysler 300 18""x7.5"" (2263)",0,,ea,,0.00,
2263u80,"2005-2006 Chrysler 300 18""x7.5"" (2263)",0,,ea,,97.50,
2263u80-Core,"2005-2006 Chrysler 300 18""x7.5"" (2263)",0,,ea,,43.50,
2264u10-core,2264u10-core,0,,ea,,17.00,
2264u20,2006-09 dakota 16x8 silver,0,,ea,,71.00,
2265u10,Dodge Ram 17x8 et25.4 Machined Silver Wheel,0,,ea,,71.00,
2265u10-Core,Dodge Ram 17x8 et25.4 Machined Silver Wheel,0,,ea,,17.00,
2267a10,2006-2008 Dodge Ram 1500 (2267),0,,ea,,86.00,
2267a10-Core,2006-2008 Dodge Ram 1500 (2267),0,,ea,,32.00,
2267a20,2006-2008 Dodge Ram 1500 (2267),0,,ea,,86.00,
2267a20-core,2006-2008 Dodge Ram 1500 (2267),0,,ea,,32.00,
2267u86 Grade C,2006-2008 Dodge Ram 1500 (2267),0,,ea,,50.00,
2270u20,"2006-2010 Chrysler PT Cruiser 16""x6"" (2270)",0,,ea,,75.00,
2270u20-Core,"2006-2010 Chrysler PT Cruiser 16""x6"" (2270)",0,,ea,,17.00,
2272u20,2272u20,0,,ea,,79.00,
2272u20-core,2272u20-core,0,,ea,,25.00,
2274u10,2274u10,0,,ea,,71.00,
2274u10-core,2274u10-core,0,,ea,,17.00,
2279,2279 Wheel,0,,ea,,0.00,
2279-Core,2279-Core,0,,ea,,0.00,
2281u10,2281u10,0,,ea,,189.00,
2284u10,2284u10,0,,ea,,75.00,
2284u10-core,"Chrysler Sebring 17"" 07-09 CNC Silver",0,,ea,,21.00,
2286-core,2286-core,0,,ea,,57.00,
2286u10,2286u10,0,,ea,,74.00,
2286u10-core,2286u10-core,0,,ea,,20.00,
2287u,2007-2012 Dodge Caliber (2287U),0,,ea,,0.00,
2287u-Core,2007-2012 Dodge Caliber (2287U),0,,ea,,0.00,
2287u10,2007-2012 Dodge Caliber (2287U),0,,ea,,71.00,
2287u10-core,2007-2012 Dodge Caliber (2287U),0,,ea,,17.00,
2289u10,2289u10,0,,ea,,79.00,
2289u10-Core,2289u10-Core,0,,ea,,25.00,
2290u86N OEM,2007-2012 Dodge Caliber (2290),0,,ea,,0.00,
2290u86N OEM-Core,2007-2012 Dodge Caliber (2290),0,,ea,,0.00,
2291,2007- 2009 Dodge Caliber (2291),0,,ea,,0.00,
2291-Core,2007- 2009 Dodge Caliber (2291),0,,ea,,0.00,
2293u20-core,2293u20-core,0,,ea,,25.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 14 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2297u20,2297u20,0,,ea,,70.00,
2297u20-core,2297u20-core,0,,ea,,20.00,
2301,2007-2011 Dodge Nitro (2301),0,,ea,,0.00,
2301-Core,2007-2011 Dodge Nitro (2301),0,,ea,,0.00,
2301u10,2007-2011 Dodge Nitro (2301),0,,ea,,71.00,
2301u10-core,2007-2011 Dodge Nitro (2301),0,,ea,,17.00,
2303u10,2303u10 Wheel,0,,ea,,0.00,
2303u10-Core,2303u10-Core,0,,ea,,0.00,
2303u20,2303u20,0,,ea,,79.00,
2303u20-core,2303u20-core,0,,ea,,25.00,
2308u10,"2008-2014 Dodge Avenger 17""x6.5"" (2308)",0,,ea,,69.00,
2308u10-core,"2008-2014 Dodge Avenger 17""x6.5"" (2308)",0,,ea,,15.00,
2308u20,"2008-2014 Dodge Avenger 17""x6.5"" (2308)",0,,ea,,82.33,
2308u20-core,"2008-2014 Dodge Avenger 17""x6.5"" (2308)",0,,ea,,28.33,
2309,2007-2010 Dodge Avenger (2309),0,,ea,,50.00,
2309-Core,2007-2010 Dodge Avenger (2309),0,,ea,,0.00,
2309u10,2007-2010 Dodge Avenger (2309),0,,ea,,71.00,
2309u10-core,2007-2010 Dodge Avenger (2309),0,,ea,,17.00,
2309u20,2007-2010 Dodge Avenger (2309),0,,ea,,70.26,
2309u20-core,2007-2010 Dodge Avenger (2309),0,,ea,,16.26,
2324u20,2324u20,0,,ea,,70.00,
2325u20,"2005-2011 Dodge Challenger,Charger,Magnum (2325)",0,,ea,,85.00,
2325u20-Core,"2005-2011 Dodge Challenger,Charger,Magnum (2325)",0,,ea,,31.00,
2326 m/s,2326 m/s Wheel,0,,ea,,0.00,
2326 m/s-Core,2326 m/s-Core,0,,ea,,0.00,
2329,"2008 Dodge Magnum 20""x9"" (2329)",0,,ea,,107.00,
2329-Core,"2008 Dodge Magnum 20""x9"" (2329)",0,,ea,,57.00,
2329u10,"2008 Dodge Magnum 20""x9"" (2329)",0,,ea,,100.00,
2329u10 no srt,"2008 Dodge Magnum 20""x9"" (2329)",0,,ea,,0.00,
2329u10 no srt-Core,"2008 Dodge Magnum 20""x9"" (2329)",0,,ea,,0.00,
2329u10-core,"2008 Dodge Magnum 20""x9"" (2329)",0,,ea,,50.00,
2330,"2008-2010 Chrysler Town & Country 16""x6.5"" (2330)",0,,ea,,0.00,
2330-Core,"2008-2010 Chrysler Town & Country 16""x6.5"" (2330)",0,,ea,,0.00,
2330u10,"2008-2010 Chrysler Town & Country 16""x6.5"" (2330)",0,,ea,,71.00,
2330u10-core,"2008-2010 Chrysler Town & Country 16""x6.5"" (2330)",0,,ea,,17.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 15 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2330u20,"2008-2010 Chrysler Town & Country 16""x6.5"" (2330)",0,,ea,,71.00,
2330u20-core,"2008-2010 Chrysler Town & Country 16""x6.5"" (2330)",0,,ea,,17.00,
2332u35,"2008-2010 Chrysler Town & Country 17""x6.5"" (2332)",0,,ea,,74.00,
2332u35-Core,"2008-2010 Chrysler Town & Country 17""x6.5"" (2332)",0,,ea,,20.00,
2334u10,"2008-2013 Dodge Caravan 16""x6.5"" (2334)",0,,ea,,100.00,
2334u10-core,"2008-2013 Dodge Caravan 16""x6.5"" (2334)",0,,ea,,17.00,
2334u20,"2008-2013 Dodge Caravan 16""x6.5"" (2334)",0,,ea,,71.00,
2334u20-Core,"2008-2013 Dodge Caravan 16""x6.5"" (2334)",0,,ea,,17.00,
2335u10,"2008-2010 dodge caravan 17""x6.5"" (2335)",0,,ea,,22.50,
2335u10-core,"2008-2010 dodge caravan 17""x6.5"" (2335)",0,,ea,,22.50,
2335u20,"2008-2010 dodge caravan 17""x6.5"" (2335)",0,,ea,,70.00,
2335u20-Core,"2008-2010 dodge caravan 17""x6.5"" (2335)",0,,ea,,20.00,
2335u77,"2008-2010 dodge caravan 17""x6.5"" (2335)",0,,ea,,80.00,
2335u77-core,"2008-2010 dodge caravan 17""x6.5"" (2335)",0,,ea,,30.00,
2339,2339,0,,ea,,100.00,
2346u20,2346u20,0,,ea,,70.00,
2346u20-core,2346u20-core,0,,ea,,20.00,
2349u45,2349u45,0,,ea,,0.00,
2353a20,2353a20,0,,ea,,90.00,
2353a20-core,2353a20-core,0,,ea,,50.00,
2359u10,Dodge Challenger 18x7.5 et24 Wheel,0,,ea,,80.00,
2359u10-Core,Dodge Challenger 18x7.5 et24 Wheel,0,,ea,,17.50,
2360,2360 Wheel,0,,ea,,0.00,
2360-Core,2360-Core,0,,ea,,0.00,
2361,"2005-2008 Chrysler 300 17""x7"" (2361)",0,,ea,,80.00,
2361-Core,"2005-2008 Chrysler 300 17""x7"" (2361)",0,,ea,,30.00,
2361u10,"2005-2008 Chrysler 300 17""x7"" (2361)",0,,ea,,79.00,
2361u10-core,"2005-2008 Chrysler 300 17""x7"" (2361)",0,,ea,,25.00,
2362,2362,0,,ea,,100.00,
2362u20,2362u20,0,,ea,,74.00,
2362u20-core,2362u20-core,0,,ea,,20.00,
2363,2008-2013 Dodge Ram 1500 (2363N),0,,ea,,0.00,
2363-Core,2008-2013 Dodge Ram 1500 (2363N),0,,ea,,57.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 16 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2363black-core,2363black-core,0,,ea,,30.00,
2363U20,2008-2013 Dodge Ram 1500 (2363N),0,,ea,,89.00,
2363u20-core,2008-2013 Dodge Ram 1500 (2363N),0,,ea,,35.00,
2363u45,2008-2013 Dodge Ram 1500 (2363N),0,,ea,,50.00,
2363u45-core,2008-2013 Dodge Ram 1500 (2363N),0,,ea,,0.00,
2363u90,2008-2013 Dodge Ram 1500 (2363N),0,,ea,,50.00,
2363u90-core,2008-2013 Dodge Ram 1500 (2363N),0,,ea,,0.00,
2364,"Dodge Ram 20"" Chrome Clad",0,,ea,,50.00,
2364-Core,2364-Core,0,,ea,,0.00,
2364u86 Grade B+ Takeoffs,2364u86 Grade B+ Takeoffs,2,,ea,,250.00,
2364u86-GradeC,2364u86-GradeC,0,,ea,,50.00,
2364u86N,Dodge Ram Replica Chrome Clad,0,,ea,,280.47,
2369,"2007-2008 chrysler pacifica 19""x7.5"" (2369)",0,,ea,,466.75,
2369u10,"2007-2008 chrysler pacifica 19""x7.5"" (2369)",0,,ea,,84.00,
2369u10-Core,"2007-2008 chrysler pacifica 19""x7.5"" (2369)",0,,ea,,30.00,
2372u10,"2008 dodge charger 17""x6.5"" (2372)",0,,ea,,80.00,
2372u10-core,"2008 dodge charger 17""x6.5"" (2372)",0,,ea,,30.00,
2372u20,"2008 dodge charger 17""x6.5"" (2372)",0,,ea,,55.00,
2373,"2008-2010 Dodge Journey 19""x7"" (2373)",0,,ea,,71.00,
2373-Core,"2008-2010 Dodge Journey 19""x7"" (2373)",0,,ea,,17.00,
2373u10,2373u10,0,,ea,,71.00,
2373u20-core,"2008-2010 Dodge Journey 19""x7"" (2373)",0,,ea,,17.00,
2376u20,2376u20,0,,ea,,110.00,
2376u20-core,2376u20-core,0,,ea,,20.00,
2376u30,2376u30,0,,ea,,84.00,
2376u30-core,2376u30-core,0,,ea,,17.00,
2378,"2010 chrysler sebring 18""x7"" (2378)",0,,ea,,225.00,
2378u77,"2010 chrysler sebring 18""x7"" (2378)",0,,ea,,69.00,
2378u77-Core,"2010 chrysler sebring 18""x7"" (2378)",0,,ea,,15.00,
2380a80,"2010-2013 Dodge Caliber 17""x6.5"" (2380)",0,,ea,,190.08,
2380a80-core,"2010-2013 Dodge Caliber 17""x6.5"" (2380)",0,,ea,,17.00,
2380u20,"2010-2013 Dodge Caliber 17""x6.5"" (2380)",0,,ea,,72.28,
2380u20-Core,"2010-2013 Dodge Caliber 17""x6.5"" (2380)",0,,ea,,18.28,
2380u95,"2010-2013 Dodge Caliber 17""x6.5"" (2380)",0,,ea,,0.00,
2381u45,2381u45,0,,ea,,79.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 17 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2381u45-core,2381u45-core,0,,ea,,25.00,
2381u91,"Jeep Patriot Compass Dodge Caliber 18"" 10-14 Polished Charcoal",0,,ea,,98.00,
2381u91-core,"Jeep Patriot Compass Dodge Caliber 18"" 10-14 Polished Charcoal",0,,ea,,48.00,
2383u80-core,2383u80-core,0,,ea,,22.00,
2385u80,2385u80,0,,ea,,125.00,
2385u80-core,2385u80-core,0,,ea,,75.00,
2388u80,dodge ram p[olished,0,,ea,,238.97,
2391u20,Chrysler 200/Sebring 17x6.5 et40 Wheel,0,,ea,,74.29,
2391u20-Core,Chrysler Rim,0,,ea,,20.29,
2392,2392 Wheel,0,,ea,,0.00,
2392-Core,2392-Core,0,,ea,,0.00,
2393u45,"2011-2014 Dodge Durango 20""x8"" (2393)",0,,ea,,129.00,
2393u45-core,"2011-2014 Dodge Durango 20""x8"" (2393)",0,,ea,,75.00,
2393u90,"2011-2014 Dodge Durango 20""x8"" (2393)",0,,ea,,129.00,
2393u90-Core,"2011-2014 Dodge Durango 20""x8"" (2393)",0,,ea,,75.00,
2393u91 (p/c),"2011-2014 Dodge Durango 20""x8"" (2393)",0,,ea,,0.00,
2393u91 (p/c)-Core,"2011-2014 Dodge Durango 20""x8"" (2393)",0,,ea,,0.00,
2394,"2011-2013 Dodge Durango 18""x8"" (2394)",0,,ea,,25.00,
2394-Core,"2011-2013 Dodge Durango 18""x8"" (2394)",0,,ea,,0.00,
2394u20,"2011-2013 Dodge Durango 18""x8"" (2394)",0,,ea,,74.00,
2394u20-Core,"2011-2013 Dodge Durango 18""x8"" (2394)",0,,ea,,20.00,
2396,"2008-2010 Chrysler Town & Country 16""x6.5"" Steel New Replacement (2396N)",0,,ea,,0.00,
2397u20,2397u20,0,,ea,,72.00,
2397u20-core,2397u20-core,0,,ea,,22.00,
2399,2399,0,,ea,,180.00,
2399-Core,Dodge Journey/Grand Caravan 17x6.5 et40 Wheel,0,,ea,,0.00,
2399u20,2399u20,0,,ea,,76.00,
2399u20-core,"Dodge Journey Grand Caravan 17"" 11-16 Silver",0,,ea,,22.00,
2399u91,2399u91,0,,ea,,79.00,
2399u91-core,2399u91-core,0,,ea,,25.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 18 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2400a20,2400a20,0,,ea,,70.00,
2400a20-core,2400a20-core,0,,ea,,20.00,
2400u20,"Chrysler 16"" silver wheel",0,,ea,,71.00,
2400u20-core,2400u20-core,0,,ea,,17.00,
2401u20,"2011-2016 Chrysler Town & Country 17""x6.5"" (2401)",0,,ea,,165.00,
2401u20-Core,"2011-2016 Chrysler Town & Country 17""x6.5"" (2401)",0,,ea,,0.00,
2401u77,"2011-2016 Chrysler Town & Country 17""x6.5"" (2401)",0,,ea,,81.00,
2401u77-Core,"2011-2016 Chrysler Town & Country 17""x6.5"" (2401)",0,,ea,,27.00,
2402U77,2402U77,0,,ea,,89.00,
2402u77-Core,2402u77,0,,ea,,35.00,
2402u90-Core,2402u90-Core,0,,ea,,30.00,
2404,"2011-2014 Dodge Avenger 18""x7"" (2404)",0,,ea,,50.00,
2404-Core,"2011-2014 Dodge Avenger 18""x7"" (2404)",0,,ea,,0.00,
2404u77,"2011-2014 Dodge Avenger 18""x7"" (2404)",0,,ea,,80.00,
2404u77-core,"2011-2014 Dodge Avenger 18""x7"" (2404)",0,,ea,,30.00,
2405u20,CHRYSLER Wheel,0,,ea,,100.00,
2405u20-Core,2405u20-Core,0,,ea,,17.00,
2409u90,2409u90,0,,ea,,79.00,
2409u90-core,"Dodge Charger 18"" 2012-2014 Polished Charcoal",0,,ea,,25.00,
2410,"2011-2014 Dodge Charger 19""x7.5"" (2410)",0,,ea,,57.50,
2410-Core,"2011-2014 Dodge Charger 19""x7.5"" (2410)",0,,ea,,7.50,
2410u20,"2011-2014 Dodge Charger 19""x7.5"" (2410)",0,,ea,,0.00,
2410u78,"2011-2014 Dodge Charger 19""x7.5"" (2410)",0,,ea,,109.00,
2410u78-core,"2011-2014 Dodge Charger 19""x7.5"" (2410)",0,,ea,,55.00,
2410u91,"2011-2014 Dodge Charger 19""x7.5"" (2410)",0,,ea,,104.00,
2410u91-core,"2011-2014 Dodge Charger 19""x7.5"" (2410)",0,,ea,,50.00,
2411u86,Dodge Challanger Chrome Clad,0,,ea,,0.00,
2411u86 Grade B,2411u86 Grade B,0,,ea,,75.00,
2411u86 grade D,2411u86 grade D,0,,ea,,5.00,
2414,"2011-2016 Dodge Ram 3500 17""x6"" (2414)",0,,ea,,0.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 19 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2414-Core,"2011-2016 Dodge Ram 3500 17""x6"" (2414)",0,,ea,,0.00,
2417u20,2417u20,0,,ea,,80.00,
2417u20-core,2417u20-core,0,,ea,,30.00,
2419u77,"2011-2014 Chrysler 300 19""x7.5"" (2419)",0,,ea,,64.33,
2419u77-core,"2011-2014 Chrysler 300 19""x7.5"" (2419)",0,,ea,,42.50,
2419u90,"2011-2014 Chrysler 300 19""x7.5"" (2419)",0,,ea,,97.11,
2419u90-Core,"2011-2014 Chrysler 300 19""x7.5"" (2419)",0,,ea,,43.11,
2420u20-Core,"2010-2014 Chrysler 300 20""x8"" (2420)",0,,ea,,25.00,
2420u78,"2010-2014 Chrysler 300 20""x8"" (2420)",0,,ea,,0.00,
2420u78-Core,"2010-2014 Chrysler 300 20""x8"" (2420)",0,,ea,,0.00,
2420u90 (p/b),"2010-2014 Chrysler 300 20""x8"" (2420)",0,,ea,,129.00,
2420u90 (p/b)-Core,"2010-2014 Chrysler 300 20""x8"" (2420)",0,,ea,,75.00,
2420u91 (p/s),"2010-2014 Chrysler 300 20""x8"" (2420)",0,,ea,,104.55,
2420u91 (p/s)-Core,"2010-2014 Chrysler 300 20""x8"" (2420)",0,,ea,,50.55,
2421u20,2421u20,0,,ea,,71.00,
2421u20-core,2421u20-core,0,,ea,,17.00,
2429u20,"2010-2012 Dodge Nitro 20""x7.5"" (2429)",0,,ea,,107.00,
2429u20-Core,"2010-2012 Dodge Nitro 20""x7.5"" (2429)",0,,ea,,57.00,
2429u45,"2010-2012 Dodge Nitro 20""x7.5"" (2429)",0,,ea,,110.00,
2429u45-Core,"2010-2012 Dodge Nitro 20""x7.5"" (2429)",0,,ea,,0.00,
2429u90,"2010-2012 Dodge Nitro 20""x7.5"" (2429)",0,,ea,,186.08,
2429u90-Core,"2010-2012 Dodge Nitro 20""x7.5"" (2429)",0,,ea,,55.00,
2430u20,2430u20,0,,ea,,70.00,
2430u20-core,2430u20-core,0,,ea,,17.00,
2432u90,CHRYSLER Wheel,0,,ea,,58.33,
2432u90-Core,2432u90-Core,0,,ea,,8.33,
2433u90,"2011-2014 Chrysler 200 18""x7"" (2433)",0,,ea,,79.33,
2433u90-Core,"2011-2014 Chrysler 200 18""x7"" (2433)",0,,ea,,25.33,
2433u91,"2011-2014 Chrysler 200 18""x7"" (2433)",0,,ea,,104.00,
2433u91-core,"2011-2014 Chrysler 200 18""x7"" (2433)",0,,ea,,42.00,
2435u45,CHRYSLER Wheel,0,,ea,,110.00,
2435u45-Core,2435u45-Core,0,,ea,,0.00,
2436u45,CHRYSLER Wheel,0,,ea,,94.00,
2436u45-Core,2436u45-Core,0,,ea,,40.00,
2437u20,2437u20,0,,ea,,0.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 20 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
2437u30,Dodge Charger/Challenger 20x8 et24 Machined Charcoal Wheel,0,,ea,,84.00,
2437u30-core,2437u30-core,0,,ea,,30.00,
2438u90,CHRYSLER Wheel,0,,ea,,110.00,
2438u90-Core,2438u90-Core,0,,ea,,0.00,
2438u97,2438u97,0,,ea,,0.00,
2439,chrome,0,,ea,,0.00,
2441u20,Dodge Challenger 18x7.5 et24 all silver Wheel,0,,ea,,129.00,
2441u20-core,2441u20-core,0,,ea,,75.00,
2445 charcoal,"2013-2016 Dodge Dart 17""x7.5"" (2445)",0,,ea,,0.00,
2445 charcoal-Core,"2013-2016 Dodge Dart 17""x7.5"" (2445)",0,,ea,,0.00,
2445u20,"2013-2016 Dodge Dart 17""x7.5"" (2445)",0,,ea,,77.67,
2445u20-Core,"2013-2016 Dodge Dart 17""x7.5"" (2445)",0,,ea,,25.00,
2445u79,"2013-2016 Dodge Dart 17""x7.5"" (2445)",0,,ea,,77.67,
2445u79-core,"2013-2016 Dodge Dart 17""x7.5"" (2445)",0,,ea,,34.33,
2448,"2013-2016 dodge ram 1500 17""x7"" (2448)",0,,ea,,107.00,
2448-Core,"2013-2016 dodge ram 1500 17""x7"" (2448)",0,,ea,,57.00,
2448u20,"2013-2016 dodge ram 1500 17""x7"" (2448)",0,,ea,,79.00,
2448u20-Core,"2013-2016 dodge ram 1500 17""x7"" (2448)",0,,ea,,25.00,
2450,2450,0,,ea,,290.41,
2450u86-GradeC,2450u86-GradeC,0,,ea,,50.00,
2450u86N,2450u86N,0,,ea,,290.41,
2451u20,Dodge Rim,0,,ea,,84.00,
2451u20-core,2451u20-core,0,,ea,,30.00,
2451u45,Dodge Ram 20x8 et19.05 Wheel,0,,ea,,104.00,
2451u45-Core,Dodge Ram 20x8 et19.05 Wheel,0,,ea,,50.00,
