Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
71208u20-Core,"2006-2007 BMW 525i 17""x7.5"" (71208)",0,,ea,,28.75,
71209,"2006-2007 BMW 525i 18""x8"" (71209)",0,,ea,,50.00,
71209-Core,"2006-2007 BMW 525i 18""x8"" (71209)",0,,ea,,0.00,
71213u20,BMW 6-Series 18x8 et14 Silver Wheel,0,,ea,,99.00,
71213u20-Core,71213u20-Core,0,,ea,,45.00,
71216u30,"2006-2010 BMW 650i 19""x8.5"" (71216)",0,,ea,,104.00,
71216u30-Core,"2006-2010 BMW 650i 19""x8.5"" (71216)",0,,ea,,50.00,
71216u90,"2006-2010 BMW 650i 19""x8.5"" (71216)",0,,ea,,109.00,
71216u90-core,"2006-2010 BMW 650i 19""x8.5"" (71216)",0,,ea,,55.00,
71217u30,"2006-2010 BMW 650i 19""x9"" (71217)",0,,ea,,124.00,
71217u30-Core,"2006-2010 BMW 650i 19""x9"" (71217)",0,,ea,,70.00,
71220u20,71220u20,0,,ea,,98.00,
71220u20-core,71220u20-core,0,,ea,,48.00,
71221,71221,0,,ea,,100.00,
71222u20,"2007-2013 BMW X5 19""x9"" (71222)",0,,ea,,175.00,
71222u20-Core,"2007-2013 BMW X5 19""x9"" (71222)",0,,ea,,45.00,
71222u78,"2007-2013 BMW X5 19""x9"" (71222)",0,,ea,,134.00,
71222u78-core,"2007-2013 BMW X5 19""x9"" (71222)",0,,ea,,45.00,
71223u20,"2007-2013 BMW X5 19""x10"" (71223)",0,,ea,,175.00,
71223u20-Core,"2007-2013 BMW X5 19""x10"" (71223)",0,,ea,,57.00,
71223u78,"2007-2013 BMW X5 19""x10"" (71223)",0,,ea,,76.00,
71223u78-core,"2007-2013 BMW X5 19""x10"" (71223)",0,,ea,,45.00,
71224u77,71224u77,0,,ea,,94.00,
71224u77-core,71224u77-core,0,,ea,,40.00,
71225-Core,"2008-2013 BMW X5 20""x11"" (71225)",0,,ea,,0.00,
71225u77,"2008-2013 BMW X5 20""x11"" (71225)",0,,ea,,185.00,
71227,"2007-2016 BMW X5 21""x10"" (71227)",0,,ea,,0.00,
71227-Core,"2007-2016 BMW X5 21""x10"" (71227)",0,,ea,,0.00,
71227u45,"2007-2016 BMW X5 21""x10"" (71227)",0,,ea,,110.00,
71227u45-Core,"2007-2016 BMW X5 21""x10"" (71227)",0,,ea,,0.00,
71227u79,"2007-2016 BMW X5 21""x10"" (71227)",0,,ea,,174.00,
71227u79-core,"2007-2016 BMW X5 21""x10"" (71227)",0,,ea,,120.00,
71229u79,71229u79,0,,ea,,98.00,
71229u79-core,"BMW X5 X6 21"" 08-15 rear Dark Hyper",0,,ea,,48.00,
71231,"2008-2013 BMW M3 18""x8.5"" (71231)",0,,ea,,31.67,
71231-Core,"2008-2013 BMW M3 18""x8.5"" (71231)",0,,ea,,45.00,
71231u20,"2008-2013 BMW M3 18""x8.5"" (71231)",0,,ea,,169.00,
71231u20-core,"2008-2013 BMW M3 18""x8.5"" (71231)",0,,ea,,115.00,
71231u30,"2008-2013 BMW M3 18""x8.5"" (71231)",0,,ea,,104.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 242 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
71231u30-core,"2008-2013 BMW M3 18""x8.5"" (71231)",0,,ea,,50.00,
71233,"2007-2013 BMW M3 18""x9.5"" (71233)",0,,ea,,100.00,
71233u20,"2007-2013 BMW M3 18""x9.5"" (71233)",0,,ea,,99.00,
71233u20-Core,"2007-2013 BMW M3 18""x9.5"" (71233)",0,,ea,,45.00,
71234u35,"2008-2013 BMW M3 19""x8.5"" (71234)",0,,ea,,154.00,
71234u80,"2008-2013 BMW M3 19""x8.5"" (71234)",0,,ea,,124.00,
71234u80-Core,"2008-2013 BMW M3 19""x8.5"" (71234)",0,,ea,,70.00,
71234U90,71234U90,0,,ea,,124.00,
71235,"2008-2013 BMW M3 19""x9.5"" (71235)",0,,ea,,107.00,
71235-Core,"2008-2013 BMW M3 19""x9.5"" (71235)",0,,ea,,57.00,
71235U80,"2008-2013 BMW M3 19""x9.5"" (71235)",0,,ea,,111.50,
71235u80-core,"2008-2013 BMW M3 19""x9.5"" (71235)",0,,ea,,57.50,
71235u91,71235u91,0,,ea,,79.00,
71238u20,"2007-2012 BMW 323i 19""x8"" (71238)",0,,ea,,111.00,
71238u20-Core,"2007-2012 BMW 323i 19""x8"" (71238)",0,,ea,,57.00,
71239u20,"2007-2012 BMW 323i 19""x9"" (71239)",0,,ea,,0.00,
71239u20-Core,"2007-2012 BMW 323i 19""x9"" (71239)",0,,ea,,45.00,
71240,"2007-2012 BMW 323i 19""x8"" (71240)",0,,ea,,110.00,
71240-Core,"2007-2012 BMW 323i 19""x8"" (71240)",0,,ea,,0.00,
71241u35,71241u35,0,,ea,,101.50,
71241u35-Core,71241u35-Core,0,,ea,,47.50,
71242u20,"2007-2013 BMW 323i 16""x7"" (71242)",0,,ea,,79.00,
71242u20-Core,"2007-2013 BMW 323i 16""x7"" (71242)",0,,ea,,25.00,
71244u20,"2008-2013 BMW 128i 17""x7"" (71244)",0,,ea,,76.00,
71244u20-Core,"2008-2013 BMW 128i 17""x7"" (71244)",0,,ea,,22.00,
71245u20,71245u20,0,,ea,,80.00,
71245u20-core,71245u20-core,0,,ea,,30.00,
71246u20,"2008-2013 BMW 128i 17""x7"" (71246)",0,,ea,,104.00,
71246u20-Core,"2008-2013 BMW 128i 17""x7"" (71246)",0,,ea,,104.00,
71247u20,ACURA Wheel,0,,ea,,85.20,
71247u20-Core,71247u20-Core,0,,ea,,25.00,
71249u20,ACURA Wheel,0,,ea,,0.00,
71249u20-Core,71249u20-Core,0,,ea,,0.00,
71251,ACURA Wheel,0,,ea,,0.00,
71251-Core,71251-Core,0,,ea,,0.00,
71253,"2008-2012 BMW 128i 17"" Rear 71253",0,,ea,,100.00,
71253u20,"2008-2012 BMW 128i 17"" Rear 71253",0,,ea,,104.00,
71253u20-Core,"2008-2012 BMW 128i 17"" Rear 71253",0,,ea,,50.00,
71254u77,"2008-2013 BMW 128i 18""x7.5"" (71254)",0,,ea,,265.00,
71254u77-Core,"2008-2013 BMW 128i 18""x7.5"" (71254)",0,,ea,,45.00,
71255u77,"2008-2013 BMW 128i 18""x8.5"" (71255)",0,,ea,,99.00,
71255u77-Core,"2008-2013 BMW 128i 18""x8.5"" (71255)",0,,ea,,45.00,
71257,ACURA Wheel,0,,ea,,0.00,
71257-Core,71257-Core,0,,ea,,0.00,
71260,"2008-2013 BMW 128i 18""x7.5"" (71260)",0,,ea,,0.00,
71260-Core,"2008-2013 BMW 128i 18""x7.5"" (71260)",0,,ea,,0.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 243 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
71260u20,"2008-2013 BMW 128i 18""x7.5"" (71260)",0,,ea,,99.00,
71260u20-core,"2008-2013 BMW 128i 18""x7.5"" (71260)",0,,ea,,45.00,
71261u20,"2008-2013 BMW 128i 18""8.5"" (71261)",0,,ea,,80.00,
71261u20-Core,"2008-2013 BMW 128i 18""8.5"" (71261)",0,,ea,,30.00,
71264u20,"2007-2012 Mini Cooper 17""x7"" (71264)",0,,ea,,107.00,
71264u20-Core,"2007-2012 Mini Cooper 17""x7"" (71264)",0,,ea,,57.00,
71264u40-core,"2007-2012 Mini Cooper 17""x7"" (71264)",0,,ea,,50.00,
71265,59018u30-core,0,,ea,,45.00,
71265u20,71265u20,0,,ea,,100.00,
71265u40,71265u40,0,,ea,,65.50,
71265u40-core,71265u40-core,0,,ea,,0.00,
71265u45-core,71265u45-core,0,,ea,,50.00,
71276,"2007-2013 BMW X6 19""x9"" (71276)",0,,ea,,98.00,
71276-Core,"2007-2013 BMW X6 19""x9"" (71276)",0,,ea,,48.00,
71276u20,"2007-2013 BMW X6 19""x9"" (71276)",0,,ea,,92.25,
71276u20-core,"2007-2013 BMW X6 19""x9"" (71276)",0,,ea,,38.25,
71277,"2007-2013 BMW X6 19""x9"" (71277)",0,,ea,,110.00,
71277-Core,"2007-2013 BMW X6 19""x9"" (71277)",0,,ea,,0.00,
71277u20,"2007-2013 BMW X6 19""x9"" (71277)",0,,ea,,84.00,
71277u20-core,"2007-2013 BMW X6 19""x9"" (71277)",0,,ea,,30.00,
71278u20,ACURA Wheel,0,,ea,,84.00,
71278u20-Core,71278u20-Core,0,,ea,,30.00,
71279u20,"2008-2013 BMW X6 19""x9"" (71279)",0,,ea,,97.50,
71279u20-Core,"2008-2013 BMW X6 19""x9"" (71279)",0,,ea,,43.50,
71280U20,71280U20,0,,ea,,113.25,
71280u20-core,71280u20-core,0,,ea,,70.00,
71281,"2007-2013 BMW X6 19""x9"" (71281)",0,,ea,,0.00,
71281-Core,"2007-2013 BMW X6 19""x9"" (71281)",0,,ea,,0.00,
71281u20,"2007-2013 BMW X6 19""x9"" (71281)",0,,ea,,145.00,
71281u20-core,"2007-2013 BMW X6 19""x9"" (71281)",0,,ea,,30.00,
71282-Core,71282-Core,0,,ea,,0.00,
71282u20,BMW X619x9 et18 Wheel,0,,ea,,84.00,
71282u20-core,71282u20-core,0,,ea,,30.00,
71283,"2007-2013 BMW X6 19""x10"" (71283)",0,,ea,,110.00,
71283-Core,"2007-2013 BMW X6 19""x10"" (71283)",0,,ea,,0.00,
71284-CORE,71284-CORE,0,,ea,,57.00,
71287u20,71287u20,0,,ea,,102.00,
71287u20-core,71287u20-core,0,,ea,,48.00,
71290u20,"2008-2013 BMW X6 20""x10"" (71290)",0,,ea,,74.00,
71290u20-Core,"2008-2013 BMW X6 20""x10"" (71290)",0,,ea,,20.00,
71292u20,BMW X5M X6M 21X10,0,,ea,,90.00,
71293u20,BMW X5M X6M 21X11.5,0,,ea,,90.00,
71297,"2008-2009 BMW 528i 17""x8"" (71297)",0,,ea,,107.00,
71297-CORE,"2008-2009 BMW 528i 17""x8"" (71297)",0,,ea,,57.00,
71297u20,"2008-2009 BMW 528i 17""x8"" (71297)",0,,ea,,94.00,
71297u20-Core,"2008-2009 BMW 528i 17""x8"" (71297)",0,,ea,,40.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 244 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
71298u20,"2008-2010 BMW 528i 17""x8"" (71298)",0,,ea,,99.00,
71298u20-Core,"2008-2010 BMW 528i 17""x8"" (71298)",0,,ea,,45.00,
71299,71299,0,,ea,,0.00,
71300,"2007 BMW 530i 17""x8"" (71300)",0,,ea,,107.00,
71300-Core,"2007 BMW 530i 17""x8"" (71300)",0,,ea,,27.00,
71300u20,"2007 BMW 530i 17""x8"" (71300)",0,,ea,,98.00,
71300u20-core,"2007 BMW 530i 17""x8"" (71300)",0,,ea,,48.00,
71301,ACURA Wheel,0,,ea,,0.00,
71301-Core,71301-Core,0,,ea,,0.00,
71306u20,BMW wheel,0,,ea,,92.00,
71306u20-Core,BMW M3 18x8 et20 Wheel,0,,ea,,42.00,
71307,"2004-2010 BMW X3 17""x8"" (71307)",0,,ea,,0.00,
71307-Core,"2004-2010 BMW X3 17""x8"" (71307)",0,,ea,,0.00,
71307u20,"2004-2010 BMW X3 17""x8"" (71307)",0,,ea,,85.67,
71307u20-core,"2004-2010 BMW X3 17""x8"" (71307)",0,,ea,,31.67,
71308,"2009 BMW X3 18""x8"" (71308)",0,,ea,,0.00,
71308-Core,"2009 BMW X3 18""x8"" (71308)",0,,ea,,0.00,
71309u20,71309u20,0,,ea,,0.00,
71309u20-core,71309u20-core,0,,ea,,48.00,
71314u20,"2008-2013 BMW 323i 16""x7"" (71314)",0,,ea,,92.96,
71314u20-Core,"2008-2013 BMW 323i 16""x7"" (71314)",0,,ea,,45.00,
71316,"2008-2012 BMW 323i 17""x8"" (71316)",0,,ea,,0.00,
71316-Core,"2008-2012 BMW 323i 17""x8"" (71316)",0,,ea,,0.00,
71317u20,"2008-2012 BMW 323i 17""x8"" (71317)",0,,ea,,99.00,
71317u20-Core,"2008-2012 BMW 323i 17""x8"" (71317)",0,,ea,,45.00,
71318u20,"2006 BMW 330i 17""x8"" (71318)",0,,ea,,101.50,
71318u20-Core,"2006 BMW 330i 17""x8"" (71318)",0,,ea,,47.50,
71319,"2008-2012 BMW 323i 17""x8.5"" (71319)",0,,ea,,107.00,
71319-Core,"2008-2012 BMW 323i 17""x8.5"" (71319)",0,,ea,,57.00,
71320u20,"2008-2012 BMW 323i 18""x8"" (71320)",0,,ea,,124.00,
71320u20-Core,"2008-2012 BMW 323i 18""x8"" (71320)",0,,ea,,70.00,
71321,"2008-2012 BMW 323i 18""8.5"" (71321)",0,,ea,,0.00,
71321-Core,"2008-2012 BMW 323i 18""8.5"" (71321)",0,,ea,,0.00,
71321u20,"2008-2012 BMW 323i 18""8.5"" (71321)",0,,ea,,182.14,
71324u20,BMW 5/7 Series Wheel,0,,ea,,110.00,
71325,"2009-2015 BMW 750i 18""x8"" (71325)",0,,ea,,55.51,
71325-Core,"2009-2015 BMW 750i 18""x8"" (71325)",0,,ea,,5.51,
71325u20,"2009-2015 BMW 750i 18""x8"" (71325)",0,,ea,,86.75,
71325u20-core,"2009-2015 BMW 750i 18""x8"" (71325)",0,,ea,,32.75,
71326,"2009-2015 BMW 750i 18""x8"" (71326)",0,,ea,,100.00,
71326u20,"2009-2015 BMW 750i 18""x8"" (71326)",0,,ea,,99.00,
71326u20-Core,"2009-2015 BMW 750i 18""x8"" (71326)",0,,ea,,45.00,
71328,"2009-2015 BMW 750i 19""x8.5"" (71328)",0,,ea,,110.00,
71328-Core,"2009-2015 BMW 750i 19""x8.5"" (71328)",0,,ea,,0.00,
71330u20,ACURA Wheel,0,,ea,,101.50,
71330u20-Core,71330u20-Core,0,,ea,,47.50,
"September 13, 2021 2:44:28 PM EDT",,,Page 245 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
71331u35,"2009-2015 BMW 740i 19""x8.5"" (71331)",0,,ea,,106.39,
71331u35-Core,"2009-2015 BMW 740i 19""x8.5"" (71331)",0,,ea,,52.39,
71332u20,"2009-2015 BMW 750i 19""x8.5"" (71332)",0,,ea,,129.00,
71332u20-Core,"2009-2015 BMW 750i 19""x8.5"" (71332)",0,,ea,,75.00,
71333,"2009-2015 BMW 750i 19""x9.5"" (71333)",0,,ea,,110.00,
71333-Core,"2009-2015 BMW 750i 19""x9.5"" (71333)",0,,ea,,0.00,
71334u20,71334u20,0,,ea,,139.00,
71334u20-core,71334u20-core,0,,ea,,85.00,
71335u20,BMW 5/7 Series 19x9.5 et39 Wheel,0,,ea,,69.00,
71335u20-Core,71335u20-Core,0,,ea,,15.00,
71336,"2009-2015 BMW 740i 19""x9.5"" (71336)",0,,ea,,50.00,
71336-Core,"2009-2015 BMW 740i 19""x9.5"" (71336)",0,,ea,,0.00,
71336u35,"2009-2015 BMW 740i 19""x9.5"" (71336)",0,,ea,,295.00,
71336u35-core,"2009-2015 BMW 740i 19""x9.5"" (71336)",0,,ea,,46.00,
71337u20,"2009-2015 BMW 750i 19""x9.5"" (71337)",0,,ea,,99.00,
71337u20-Core,"2009-2015 BMW 750i 19""x9.5"" (71337)",0,,ea,,45.00,
71338u20,71338u20,0,,ea,,165.00,
71339u20,71339u20,0,,ea,,155.00,
71342u20,BMW 5/7 Series 21x8.5 et25 Silver Wheel,0,,ea,,137.50,
71342u20-Core,71342u20-Core,0,,ea,,34.00,
71343u20-core,71343u20-core,0,,ea,,100.00,
71346u20,"2006-2013 Mini Cooper 17""x7"" (71346)",0,,ea,,99.00,
71346u20-Core,"2006-2013 Mini Cooper 17""x7"" (71346)",0,,ea,,45.00,
71346u45,"2006-2013 Mini Cooper 17""x7"" (71346)",0,,ea,,50.00,
71346u45-Core,"2006-2013 Mini Cooper 17""x7"" (71346)",0,,ea,,0.00,
71347,"2009-2015 BMW 750i 21""x8.5"" (71347)",0,,ea,,50.00,
71347-Core,"2009-2015 BMW 750i 21""x8.5"" (71347)",0,,ea,,0.00,
71347u40,"2009-2015 BMW 750i 21""x8.5"" (71347)",0,,ea,,118.00,
71347u40-core,"2009-2015 BMW 750i 21""x8.5"" (71347)",0,,ea,,68.00,
71348,"2009-2015 BMW 750i 21""x10"" (71348)",0,,ea,,0.00,
71348u40,"2009-2015 BMW 750i 21""x10"" (71348)",0,,ea,,229.00,
71348u40-Core,"2009-2015 BMW 750i 21""x10"" (71348)",0,,ea,,175.00,
71349u46,Mini Cooper 18x7 et52 Black Wheel,0,,ea,,0.00,
71349u46-Core,71349u46-Core,0,,ea,,0.00,
71351u45,"2007-2015 Mini Cooper 17""x7"" (71351)",0,,ea,,99.00,
71351u45-Core,"2007-2015 Mini Cooper 17""x7"" (71351)",0,,ea,,45.00,
71354,"2009-2016 BMW Z4 17""x8"" (71354)",0,,ea,,0.00,
71354-Core,"2009-2016 BMW Z4 17""x8"" (71354)",0,,ea,,0.00,
71355,MOVED FROM WALL INVENTORY,0,,ea,,125.00,
71358u20,71358u20,0,,ea,,104.00,
71358u20-core,71358u20-core,0,,ea,,50.00,
71359u20,"2009-2016 BMW Z4 18""x8.5"" (71359)",0,,ea,,50.00,
71359u20-Core,"2009-2016 BMW Z4 18""x8.5"" (71359)",0,,ea,,45.00,
71360 SILVER,71360 SILVER,0,,ea,,110.00,
71361,"2009-2013 BMW Z4 19""x8"" (71361)",0,,ea,,65.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 246 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
71361-Core,"2009-2013 BMW Z4 19""x8"" (71361)",0,,ea,,15.00,
71361u10,"2009-2013 BMW Z4 19""x8"" (71361)",0,,ea,,105.00,
71361u10-core,"2009-2013 BMW Z4 19""x8"" (71361)",0,,ea,,51.00,
71363,"2009-2013 BMW Z4 19""x9"" (71363)",0,,ea,,50.00,
71363-Core,"2009-2013 BMW Z4 19""x9"" (71363)",0,,ea,,0.00,
71363u10,"2009-2013 BMW Z4 19""x9"" (71363)",0,,ea,,105.00,
71363u10-core,"2009-2013 BMW Z4 19""x9"" (71363)",0,,ea,,51.00,
71365,"2008-2013 BMW 128i 18""x7.5"" (71365)",0,,ea,,107.00,
71365-Core,"2008-2013 BMW 128i 18""x7.5"" (71365)",0,,ea,,57.00,
71367,"2008-2013 BMW 128i 18""x8.5"" (71367)",0,,ea,,0.00,
71367-Core,"2008-2013 BMW 128i 18""x8.5"" (71367)",0,,ea,,0.00,
71368,"2010-2016 BMW 535i 18""x8"" (71368)",0,,ea,,100.00,
71368u20,"2010-2016 BMW 535i 18""x8"" (71368)",0,,ea,,99.00,
71368u20-Core,"2010-2016 BMW 535i 18""x8"" (71368)",0,,ea,,45.00,
71369u30,"2010-2015 BMW 740i 19""x8.5"" (71369)",0,,ea,,104.55,
71369u30-Core,"2010-2015 BMW 740i 19""x8.5"" (71369)",0,,ea,,50.55,
71370,"2010-2015 BMW 740i 19""x9.5"" (71370)",0,,ea,,0.00,
71370-Core,"2010-2015 BMW 740i 19""x9.5"" (71370)",0,,ea,,0.00,
71371u20,71371u20,0,,ea,,141.22,
71371u20-Core,71371u20-Core,0,,ea,,57.00,
71372u20,71372u20,0,,ea,,155.00,
71372u20-core,71372u20-core,0,,ea,,20.00,
71373u20,"2009-2015 BMW 750i 19""x8.5"" (71373)",0,,ea,,99.00,
71373u20-Core,"2009-2015 BMW 750i 19""x8.5"" (71373)",0,,ea,,45.00,
71374u20,"2009-2015 BMW 750i 19""x9.5"" (71374)",0,,ea,,124.00,
71374u20-Core,"2009-2015 BMW 750i 19""x9.5"" (71374)",0,,ea,,70.00,
71374u20-new,"2009-2015 BMW 750i 19""x9.5"" (71374)",0,,ea,,125.00,
71375,"2009-2015 BMW 750i 20""x8.5"" (71375)",0,,ea,,111.00,
71375-Core,"2009-2015 BMW 750i 20""x8.5"" (71375)",0,,ea,,57.00,
71375u20,71375u20,0,,ea,,96.50,
71375u77,"2009-2015 BMW 750i 20""x8.5"" (71375)",0,,ea,,96.50,
71375u77-core,"2009-2015 BMW 750i 20""x8.5"" (71375)",0,,ea,,42.50,
71376u20,"2009-2015 BMW 750i 20""x10"" (71376)",0,,ea,,98.50,
71376u20-Core,"2009-2015 BMW 750i 20""x10"" (71376)",0,,ea,,48.50,
71377,"2010-2015 BMW 535i 20""x8.5"" (71377)",0,,ea,,100.00,
71377u20,"2010-2015 BMW 535i 20""x8.5"" (71377)",0,,ea,,175.00,
71377u20-Core,"2010-2015 BMW 535i 20""x8.5"" (71377)",0,,ea,,57.00,
71378u20,"2010-2015 BMW 535i 20""x10"" (71378)",0,,ea,,119.00,
71378u20-Core,"2010-2015 BMW 535i 20""x10"" (71378)",0,,ea,,65.00,
71379u20,"2009-2015 BMW 750i 20""x8.5"" (71379)",0,,ea,,126.50,
71379u20-Core,"2009-2015 BMW 750i 20""x8.5"" (71379)",0,,ea,,72.50,
71380u20,"2009-2015 BMW 750i 20""x10"" (71380)",0,,ea,,124.00,
71380u20-Core,"2009-2015 BMW 750i 20""x10"" (71380)",0,,ea,,75.00,
71381,71381,0,,ea,,180.00,
71381u20,71381u20,0,,ea,,129.00,
71381u20-core,71381u20-core,0,,ea,,75.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 247 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
71382u20,71382u20,0,,ea,,129.00,
71382u20-core,71382u20-core,0,,ea,,75.00,
71384,"2010-2015 BMW X5 20""x10"" (71384)",0,,ea,,50.00,
71384-Core,"2010-2015 BMW X5 20""x10"" (71384)",0,,ea,,0.00,
71384u20,"2010-2015 BMW X5 20""x10"" (71384)",0,,ea,,104.55,
71384u20-core,"2010-2015 BMW X5 20""x10"" (71384)",0,,ea,,50.55,
71385u20,71385u20,0,,ea,,165.00,
71386u35,ACURA Wheel,0,,ea,,420.00,
71386u35-Core,71386u35-Core,0,,ea,,0.00,
71387,"2010-2015 BMW X5 20""x11"" (71387)",0,,ea,,0.00,
71387-Core,"2010-2015 BMW X5 20""x11"" (71387)",0,,ea,,0.00,
71387u35,"2010-2015 BMW X5 20""x11"" (71387)",0,,ea,,99.00,
71387u35-core,"2010-2015 BMW X5 20""x11"" (71387)",0,,ea,,45.00,
71390u10,"2008-2011 BMW 323i 19""x8"" (71390)",0,,ea,,124.00,
71390u10 no m,"2008-2011 BMW 323i 19""x8"" (71390)",0,,ea,,0.00,
71390u10 no m-Core,"2008-2011 BMW 323i 19""x8"" (71390)",0,,ea,,0.00,
71390u10-Core,"2008-2011 BMW 323i 19""x8"" (71390)",0,,ea,,70.00,
71391 no pocket,"2008-2011 BMW 323i 19""x9"" (71391)",0,,ea,,0.00,
71391 no pocket-Core,"2008-2011 BMW 323i 19""x9"" (71391)",0,,ea,,0.00,
71391u10,"2008-2011 BMW 323i 19""x9"" (71391)",0,,ea,,99.00,
71391u10-Core,"2008-2011 BMW 323i 19""x9"" (71391)",0,,ea,,45.00,
71394u20,"2008-2013 BMW 323i 16""x7"" (71394)",0,,ea,,104.00,
71394u20-Core,"2008-2013 BMW 323i 16""x7"" (71394)",0,,ea,,50.00,
71397u20,71397u20,0,,ea,,0.00,
71399,"2010-2013 Mini Clubman 17""x7"" (71399)",0,,ea,,111.00,
71399-Core,"2010-2013 Mini Clubman 17""x7"" (71399)",0,,ea,,57.00,
71400u20,"2010-2012 Mini Cooper 17""x7"" (71400)",0,,ea,,95.67,
71400u20-Core,"2010-2012 Mini Cooper 17""x7"" (71400)",0,,ea,,41.67,
71401,"2008-2013 BMW 128i 16""x7"" (71401)",0,,ea,,100.00,
71401u20,"2008-2013 BMW 128i 16""x7"" (71401)",0,,ea,,99.00,
71401u20-Core,"2008-2013 BMW 128i 16""x7"" (71401)",0,,ea,,45.00,
71402-CORE,"2011-2016 BMW 528i 17""x8"" (71402)",0,,ea,,57.00,
71402u20,"2011-2016 BMW 528i 17""x8"" (71402)",0,,ea,,99.00,
71402u20-Core,"2011-2016 BMW 528i 17""x8"" (71402)",0,,ea,,45.00,
71402u45,"2011-2016 BMW 528i 17""x8"" (71402)",0,,ea,,99.00,
71402u45-core,"2011-2016 BMW 528i 17""x8"" (71402)",0,,ea,,45.00,
71403u20,"2011-2015 BMW 550i 17""x8"" (71403)",0,,ea,,99.00,
71403u20-Core,"2011-2015 BMW 550i 17""x8"" (71403)",0,,ea,,45.00,
71404u20,"2011-2016 BMW 528i 18""x8"" (71404)",0,,ea,,124.00,
71404u20-Core,"2011-2016 BMW 528i 18""x8"" (71404)",0,,ea,,70.00,
71405,"2011-2016 BMW 528i 18""x8"" (71405)",0,,ea,,107.00,
71405-CORE,"2011-2016 BMW 528i 18""x8"" (71405)",0,,ea,,57.00,
"September 13, 2021 2:44:28 PM EDT",,,Page 248 of ,,,,528
Factory Wheel Warehouse,,,,,,,
Part Average Cost,,,,,,,
 ,,,,,,,
 ,,,,,,,
Part,Description,Quantity On Hand,,, ,Average Cost,
71405u20,"2011-2016 BMW 528i 18""x8"" (71405)",0,,ea,,99.00,
71405u20-Core,"2011-2016 BMW 528i 18""x8"" (71405)",0,,ea,,45.00,
71407,"2011-2016 BMW 528i 18""x8"" (71407)",0,,ea,,87.50,
71407-Core,"2011-2016 BMW 528i 18""x8"" (71407)",0,,ea,,37.50,
71407u20,"2011-2016 BMW 528i 18""x8"" (71407)",0,,ea,,102.00,
71407u20-core,"2011-2016 BMW 528i 18""x8"" (71407)",0,,ea,,50.00,
71408,"2011-2016 BMW 528i 18""x8"" (71408)",0,,ea,,99.00,
71408-CORE,"2011-2016 BMW 528i 18""x8"" (71408)",0,,ea,,45.00,
71408u20,"2011-2016 BMW 528i 18""x8"" (71408)",0,,ea,,99.00,
71408u20-Core,"2011-2016 BMW 528i 18""x8"" (71408)",0,,ea,,45.00,
71409u20,"2011-2016 BMW 528i 18""x8"" (71409)",0,,ea,,99.78,
71409u20-Core,"2011-2016 BMW 528i 18""x8"" (71409)",0,,ea,,45.00,
71410,"2011-2016 BMW 528i 18""x9"" (71410)",0,,ea,,110.00,
71410-Core,"2011-2016 BMW 528i 18""x9"" (71410)",0,,ea,,0.00,
71410u20,"2011-2016 BMW 528i 18""x9"" (71410)",0,,ea,,114.00,
71410u20-core,"2011-2016 BMW 528i 18""x9"" (71410)",0,,ea,,60.00,
71414u20,"2011-2016 BMW 528i 19""x8.5"" (71414)",0,,ea,,96.63,
71414u20-Core,"2011-2016 BMW 528i 19""x8.5"" (71414)",0,,ea,,43.23,
71416,"2011-2016 BMW 528i 19""x8.5"" (71416)",0,,ea,,60.29,
71416-Core,"2011-2016 BMW 528i 19""x8.5"" (71416)",0,,ea,,10.29,
71416u20,"2011-2016 BMW 528i 19""x8.5"" (71416)",0,,ea,,99.00,
71416u20-core,"2011-2016 BMW 528i 19""x8.5"" (71416)",0,,ea,,45.00,
71417,"2011-2016 BMW 528i 19""x8.5"" (71417)",0,,ea,,110.00,
71417u10,"2011-2016 BMW 528i 19""x8.5"" (71417)",0,,ea,,79.83,
